id,theme,subtheme,titre,page_wikipedia,qid,image_url,statut,fichier
2-2-018,capitales-chefs-lieux,europe,Reykjavik,Reykjavik,Q1764,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/28/Reykjavik_Coat_of_Arms.svg/1280px-Reykjavik_Coat_of_Arms.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-018_reykjavik.md
2-2-019,capitales-chefs-lieux,europe,Varsovie,Varsovie,Q270,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/Flag_of_Warsaw.svg/1280px-Flag_of_Warsaw.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-019_varsovie.md
2-2-020,capitales-chefs-lieux,europe,Prague,Prague,Q1085,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/Praha_1%2C_Karl%C5%AFv_most_20170810_014.jpg/1280px-Praha_1%2C_Karl%C5%AFv_most_20170810_014.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-020_prague.md
2-2-021,capitales-chefs-lieux,europe,Bratislava,Bratislava,Q1780,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ed/Flag_of_Bratislava.svg/1280px-Flag_of_Bratislava.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-021_bratislava.md
2-2-022,capitales-chefs-lieux,europe,Budapest,Budapest,Q1781,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d5/Flag_of_Budapest_%282011-%29.svg/1280px-Flag_of_Budapest_%282011-%29.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-022_budapest.md
2-2-023,capitales-chefs-lieux,europe,Ljubljana,Ljubljana,Q437,https://upload.wikimedia.org/wikipedia/commons/4/46/Ljubljana_Montage_2.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,ok,capitales-chefs-lieux/europe/2-2-023_ljubljana.md
2-2-024,capitales-chefs-lieux,europe,Zagreb,Zagreb,Q1435,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/Flag_of_Zagreb.svg/1280px-Flag_of_Zagreb.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-024_zagreb.md
2-2-025,capitales-chefs-lieux,europe,Sarajevo,Sarajevo,Q11194,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/ff/Flag_of_Sarajevo.svg/1280px-Flag_of_Sarajevo.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-025_sarajevo.md
2-2-026,capitales-chefs-lieux,europe,Belgrade,Belgrade,Q3711,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/Flag_of_Belgrade%2C_Serbia.svg/1280px-Flag_of_Belgrade%2C_Serbia.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-026_belgrade.md
2-2-027,capitales-chefs-lieux,europe,Podgorica,Podgorica,Q23564,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Podgorica%2C_Montenegro.svg/1280px-Flag_of_Podgorica%2C_Montenegro.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-027_podgorica.md
2-2-028,capitales-chefs-lieux,europe,Skopje,Skopje,Q384,https://upload.wikimedia.org/wikipedia/commons/7/77/Skopje_landmarks.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,ok,capitales-chefs-lieux/europe/2-2-028_skopje.md
2-2-029,capitales-chefs-lieux,europe,Tirana,Tirana,Q19689,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9d/Flag_of_Tirana.svg/1280px-Flag_of_Tirana.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-029_tirana.md
2-2-030,capitales-chefs-lieux,europe,Sofia,Sofia,Q472,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/BG_Sofia_flag.svg/1280px-BG_Sofia_flag.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-030_sofia.md
2-2-031,capitales-chefs-lieux,europe,Bucarest,Bucarest,Q19660,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/ROU_Bucharest_Flag.svg/1280px-ROU_Bucharest_Flag.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-031_bucarest.md
2-2-032,capitales-chefs-lieux,europe,Chișinău,Chișinău,Q21197,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/Flag_of_Chi%C8%99in%C4%83u.svg/1280px-Flag_of_Chi%C8%99in%C4%83u.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-032_chisinau.md
2-2-033,capitales-chefs-lieux,europe,Kyiv,Kiev,Q1899,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/35/Flag_of_Kyiv_Kurovskyi.svg/1280px-Flag_of_Kyiv_Kurovskyi.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-033_kyiv.md
2-2-034,capitales-chefs-lieux,europe,Minsk,Minsk,Q2280,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/Flag_of_Minsk%2C_Belarus.svg/1280px-Flag_of_Minsk%2C_Belarus.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-034_minsk.md
2-2-035,capitales-chefs-lieux,europe,Moscou,Moscou,Q649,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Moscow%2C_Russia.svg/1280px-Flag_of_Moscow%2C_Russia.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-035_moscou.md
2-2-036,capitales-chefs-lieux,europe,Vilnius,Vilnius,Q216,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/Gedimino_pilis_by_Augustas_Didzgalvis_%28cropped%29.jpg/1280px-Gedimino_pilis_by_Augustas_Didzgalvis_%28cropped%29.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-036_vilnius.md
2-2-037,capitales-chefs-lieux,europe,Riga,Riga,Q1773,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_Riga.svg/1280px-Flag_of_Riga.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-037_riga.md
2-2-038,capitales-chefs-lieux,europe,Tallinn,Tallinn,Q1770,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Tallinn.svg/1280px-Flag_of_Tallinn.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-038_tallinn.md
2-2-039,capitales-chefs-lieux,europe,La Valette,La Valette,Q23800,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/Flag_of_Valletta%2C_Malta.svg/1280px-Flag_of_Valletta%2C_Malta.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-039_la-valette.md
2-2-040,capitales-chefs-lieux,europe,Nicosie,Nicosie,Q3856,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c1/Flag_of_Nicosia.svg/1280px-Flag_of_Nicosia.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-040_nicosie.md
2-2-041,capitales-chefs-lieux,europe,Vaduz,Vaduz,Q1844,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9b/View_of_Vaduz.jpg/1280px-View_of_Vaduz.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-041_vaduz.md
2-2-042,capitales-chefs-lieux,europe,Monaco,Monaco,Q235,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4f/Monaco_Europe_Location.svg/1280px-Monaco_Europe_Location.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-042_monaco.md
2-2-043,capitales-chefs-lieux,europe,Saint-Marin,Saint-Marin,Q238,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/Location_San_Marino_Europe.svg/1280px-Location_San_Marino_Europe.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-043_saint-marin.md
2-2-044,capitales-chefs-lieux,europe,Andorre-la-Vieille,Andorre-la-Vieille,Q1863,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/LargeVue-Andorra.jpg/1280px-LargeVue-Andorra.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/europe/2-2-044_andorre-la-vieille.md
2-3-001,capitales-chefs-lieux,monde,Washington D.C.,Washington (district de Columbia),Q61,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Washington%2C_D.C.svg/1280px-Flag_of_Washington%2C_D.C.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-001_washington-d-c.md
2-3-002,capitales-chefs-lieux,monde,Tokyo,Tokyo,Q1490,https://upload.wikimedia.org/wikipedia/commons/b/bf/Tokyo_Montage_2015.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,ok,capitales-chefs-lieux/monde/2-3-002_tokyo.md
2-3-003,capitales-chefs-lieux,monde,Pékin,Pékin,Q956,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/%E5%A4%A9%E5%AE%89%E9%97%A8%E5%A4%9C%E6%99%AF.jpg/1280px-%E5%A4%A9%E5%AE%89%E9%97%A8%E5%A4%9C%E6%99%AF.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-003_pekin.md
2-3-004,capitales-chefs-lieux,monde,Le Caire,Le Caire,Q85,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1a/Flag_of_Cairo.svg/1280px-Flag_of_Cairo.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-004_le-caire.md
2-3-005,capitales-chefs-lieux,monde,Canberra,Canberra,Q3114,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8c/Flag_of_the_Australian_Capital_Territory.svg/1280px-Flag_of_the_Australian_Capital_Territory.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-005_canberra.md
2-3-006,capitales-chefs-lieux,monde,Ankara,Ankara,Q3640,https://upload.wikimedia.org/wikipedia/commons/0/04/Ankara_Montage_2020.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,ok,capitales-chefs-lieux/monde/2-3-006_ankara.md
2-3-007,capitales-chefs-lieux,monde,Ottawa,Ottawa,Q1930,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/Centre_Block_-_Parliament_Hill.jpg/1280px-Centre_Block_-_Parliament_Hill.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-007_ottawa.md
2-3-008,capitales-chefs-lieux,monde,Mexico,Mexico,Q1489,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/Flag_of_Mexico_City%2C_Mexico.svg/1280px-Flag_of_Mexico_City%2C_Mexico.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-008_mexico.md
2-3-009,capitales-chefs-lieux,monde,Brasilia,Brasilia,Q2844,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/Bandeira_do_Distrito_Federal_%28Brasil%29.svg/1280px-Bandeira_do_Distrito_Federal_%28Brasil%29.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-009_brasilia.md
2-3-010,capitales-chefs-lieux,monde,Buenos Aires,Buenos Aires,Q1486,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Bandera_de_la_Ciudad_de_Buenos_Aires.svg/1280px-Bandera_de_la_Ciudad_de_Buenos_Aires.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-010_buenos-aires.md
2-3-011,capitales-chefs-lieux,monde,Santiago,Santiago,Q2887,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_Santiago_de_Chile.svg/1280px-Flag_of_Santiago_de_Chile.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-011_santiago.md
2-3-012,capitales-chefs-lieux,monde,Bogota,Bogota,Q2841,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/Casa_Cural_de_la_Catedral_2.jpg/1280px-Casa_Cural_de_la_Catedral_2.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-012_bogota.md
2-3-013,capitales-chefs-lieux,monde,Lima,Lima,Q2868,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c2/Flag_of_Lima.svg/1280px-Flag_of_Lima.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-013_lima.md
2-3-014,capitales-chefs-lieux,monde,Montevideo,Montevideo,Q1335,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/The_City_%28198895997%29.jpeg/1280px-The_City_%28198895997%29.jpeg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-014_montevideo.md
2-3-015,capitales-chefs-lieux,monde,La Havane,La Havane,Q1563,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/Flag_of_City_of_Havana.svg/1280px-Flag_of_City_of_Havana.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-015_la-havane.md
2-3-016,capitales-chefs-lieux,monde,Rabat,Rabat,Q3551,https://upload.wikimedia.org/wikipedia/commons/d/d9/Rabat_Tour_Hassan.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,ok,capitales-chefs-lieux/monde/2-3-016_rabat.md
2-3-017,capitales-chefs-lieux,monde,Tunis,Tunis,Q3572,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c1/Vue_de_Tunis.jpg/1280px-Vue_de_Tunis.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-017_tunis.md
2-3-018,capitales-chefs-lieux,monde,Alger,Alger,Q3561,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/71/Station_Tafourah_-_Grande_Poste_-_2025-05-03_-_IMG_101.jpg/1280px-Station_Tafourah_-_Grande_Poste_-_2025-05-03_-_IMG_101.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-018_alger.md
2-3-019,capitales-chefs-lieux,monde,Dakar,Dakar,Q3718,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9d/Flag_of_Dakar%2C_Senegal.svg/1280px-Flag_of_Dakar%2C_Senegal.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-019_dakar.md
2-3-020,capitales-chefs-lieux,monde,Yamoussoukro,Yamoussoukro,Q3768,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/Yamoussoukro_panorama.jpg/1280px-Yamoussoukro_panorama.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-020_yamoussoukro.md
2-3-021,capitales-chefs-lieux,monde,Abuja,Abuja,Q3787,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c1/Flag_of_Abuja.svg/1280px-Flag_of_Abuja.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-021_abuja.md
2-3-022,capitales-chefs-lieux,monde,Yaoundé,Yaoundé,Q3808,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/Cath%C3%A9drale_notre_dame_de_victoire_de_Yaound%C3%A9_01.JPG/1280px-Cath%C3%A9drale_notre_dame_de_victoire_de_Yaound%C3%A9_01.JPG?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-022_yaounde.md
2-3-023,capitales-chefs-lieux,monde,Accra,Accra,Q3761,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/Flag_of_Accra.svg/1280px-Flag_of_Accra.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-023_accra.md
2-3-024,capitales-chefs-lieux,monde,Nairobi,Nairobi,Q3870,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/84/Flag_of_Nairobi.svg/1280px-Flag_of_Nairobi.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-024_nairobi.md
2-3-025,capitales-chefs-lieux,monde,Addis-Abeba,Addis-Abeba,Q3624,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_Addis_Ababa.svg/1280px-Flag_of_Addis_Ababa.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-025_addis-abeba.md
2-3-026,capitales-chefs-lieux,monde,Pretoria,Pretoria,Q3926,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/Flag_of_Pretoria%2C_South_Africa.svg/1280px-Flag_of_Pretoria%2C_South_Africa.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-026_pretoria.md
2-3-027,capitales-chefs-lieux,monde,New Delhi,New Delhi,Q987,https://upload.wikimedia.org/wikipedia/commons/d/d4/New_Delhi_Municipal_Council_Flag_of_India.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,ok,capitales-chefs-lieux/monde/2-3-027_new-delhi.md
2-3-028,capitales-chefs-lieux,monde,Séoul,Séoul,Q8684,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Seoul_Sunset_%28192602565%29.jpeg/1280px-Seoul_Sunset_%28192602565%29.jpeg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-028_seoul.md
2-3-029,capitales-chefs-lieux,monde,Bangkok,Bangkok,Q1861,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/Flag_of_Bangkok.svg/1280px-Flag_of_Bangkok.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-029_bangkok.md
2-3-030,capitales-chefs-lieux,monde,Hanoï,Hanoï,Q1858,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/04489-Hanoi_%2832954159775%29.jpg/1280px-04489-Hanoi_%2832954159775%29.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-030_hanoi.md
2-3-031,capitales-chefs-lieux,monde,Jakarta,Jakarta,Q3630,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/Flag_of_Jakarta_%28vectorised%29.svg/1280px-Flag_of_Jakarta_%28vectorised%29.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-031_jakarta.md
2-3-032,capitales-chefs-lieux,monde,Manille,Manille,Q1461,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Manila.svg/1280px-Flag_of_Manila.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-032_manille.md
2-3-033,capitales-chefs-lieux,monde,Singapour,Singapour,Q334,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/Singapore_on_the_globe_%28Southeast_Asia_centered%29_zoom.svg/1280px-Singapore_on_the_globe_%28Southeast_Asia_centered%29_zoom.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-033_singapour.md
2-3-034,capitales-chefs-lieux,monde,Kuala Lumpur,Kuala Lumpur,Q1865,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Kuala_Lumpur%2C_Malaysia.svg/1280px-Flag_of_Kuala_Lumpur%2C_Malaysia.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-034_kuala-lumpur.md
2-3-035,capitales-chefs-lieux,monde,Islamabad,Islamabad,Q1362,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fa/Faisal_Masjid_From_Damn_e_koh.jpg/1280px-Faisal_Masjid_From_Damn_e_koh.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-035_islamabad.md
2-3-036,capitales-chefs-lieux,monde,Dacca,Dacca,Q1354,https://upload.wikimedia.org/wikipedia/commons/7/7a/%E0%A6%AE%E0%A6%A4%E0%A6%BF%E0%A6%9D%E0%A6%BF%E0%A6%B2_%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,ok,capitales-chefs-lieux/monde/2-3-036_dacca.md
2-3-037,capitales-chefs-lieux,monde,Téhéran,Téhéran,Q3616,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/North_of_Tehran_Skyline_view.jpg/1280px-North_of_Tehran_Skyline_view.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-037_teheran.md
2-3-038,capitales-chefs-lieux,monde,Bagdad,Bagdad,Q1530,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/Flag_of_Baghdad.svg/1280px-Flag_of_Baghdad.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-038_bagdad.md
2-3-039,capitales-chefs-lieux,monde,Riyad,Riyad,Q3692,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5a/Riyadh_North_Skyline_.jpg/1280px-Riyadh_North_Skyline_.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-039_riyad.md
2-3-040,capitales-chefs-lieux,monde,Jérusalem,Jérusalem,Q1218,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/22/Jerusalem-2013%282%29-Aerial-Temple_Mount-%28south_exposure%29.jpg/1280px-Jerusalem-2013%282%29-Aerial-Temple_Mount-%28south_exposure%29.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-040_jerusalem.md
2-3-041,capitales-chefs-lieux,monde,Abou Dabi,Abou Dabi,Q96467976,,no-image,capitales-chefs-lieux/monde/2-3-041_abou-dabi.md
2-3-042,capitales-chefs-lieux,monde,Doha,Doha,Q3861,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/IMG_copy.jpg/1280px-IMG_copy.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-042_doha.md
2-3-043,capitales-chefs-lieux,monde,Beyrouth,Beyrouth,Q3820,https://upload.wikimedia.org/wikipedia/commons/7/7e/Drapeau_de_Beyrouth.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,ok,capitales-chefs-lieux/monde/2-3-043_beyrouth.md
2-3-044,capitales-chefs-lieux,monde,Amman,Amman,Q3805,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Amman.svg/1280px-Flag_of_Amman.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-044_amman.md
2-3-045,capitales-chefs-lieux,monde,Astana,Astana,Q1520,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Astana%2C_Kazakhstan_%28latin%29.svg/1280px-Flag_of_Astana%2C_Kazakhstan_%28latin%29.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-045_astana.md
2-3-046,capitales-chefs-lieux,monde,Tachkent,Tachkent,Q269,https://upload.wikimedia.org/wikipedia/commons/3/33/Tashkent_skyline_2019.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,ok,capitales-chefs-lieux/monde/2-3-046_tachkent.md
2-3-047,capitales-chefs-lieux,monde,Wellington,Wellington,Q23661,https://upload.wikimedia.org/wikipedia/commons/0/02/Parlamento_da_Nova_Zel%C3%A2ndia.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,ok,capitales-chefs-lieux/monde/2-3-047_wellington.md
2-3-048,capitales-chefs-lieux,monde,Katmandou,Katmandou,Q3037,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/Flag_of_Kathmandu.svg/1280px-Flag_of_Kathmandu.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-048_katmandou.md
2-3-049,capitales-chefs-lieux,monde,Colombo,Colombo,Q35381,https://upload.wikimedia.org/wikipedia/commons/7/7d/Flag_of_Colombo_Municipal_Council.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,ok,capitales-chefs-lieux/monde/2-3-049_colombo.md
2-3-050,capitales-chefs-lieux,monde,Oulan-Bator,Oulan-Bator,Q23430,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/82/Flag_of_Ulaanbaatar%2C_Mongolia.svg/1280px-Flag_of_Ulaanbaatar%2C_Mongolia.svg.png?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/monde/2-3-050_oulan-bator.md
2-1-001,capitales-chefs-lieux,suisse,Berne,Berne,Q70,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/18/Bern_Panorama_07.jpg/1280px-Bern_Panorama_07.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ok,capitales-chefs-lieux/suisse/2-1-001_berne.md
